name,price,first_name,last_name,above_100
Ryan Rodriguez,71.20559309,Ryan,Rodriguez,False
Brittany Bradley,246.9395419,Brittany,Bradley,True
Amy Wallace,98.62126666,Amy,Wallace,False
Alex Smith,196.5458057,Alex,Smith,True
Timothy King,28.0414159,Timothy,King,False
Charles Jennings,79.81066083,Charles,Jennings,False
Jessica Vargas,21.42151951,Jessica,Vargas,False
Jacqueline Briggs,18.13293516,Jacqueline,Briggs,False
Laurie Gonzales,195.1759565,Laurie,Gonzales,True
Olivia Clark,107.634949,Olivia,Clark,True
Donald Molina,12.89769275,Donald,Molina,False
Ricky Allen,257.9762038,Ricky,Allen,True
Catherine Rodriguez,185.2494938,Catherine,Rodriguez,True
Daniel Torres,59.36058847,Daniel,Torres,False
David Shepherd,146.5042,David,Shepherd,True
Jonathan Hansen,65.38248265,Jonathan,Hansen,False
Benjamin Griffin,262.1081442,Benjamin,Griffin,True
Tracey Hess,102.8565045,Tracey,Hess,True
Victoria Walker,283.1492381,Victoria,Walker,True
Cathy Carney,266.4430678,Cathy,Carney,True
John Gibbs,218.5275094,John,Gibbs,True
Angela Torres,198.8912726,Angela,Torres,True
Harold Glover,164.159322,Harold,Glover,True
Dawn Myers,126.863237,Dawn,Myers,True
Ashley Spencer,199.2922136,Ashley,Spencer,True
Mary Walters,134.0861345,Mary,Walters,True
Christina Davenport,140.0786431,Christina,Davenport,True
Brian Johnson,106.2343157,Brian,Johnson,True
Crystal Contreras,209.8939181,Crystal,Contreras,True
Tanya Turner,232.3607759,Tanya,Turner,True
Katelyn Durham,34.86538887,Katelyn,Durham,False
Nathaniel Wilson,233.2345956,Nathaniel,Wilson,True
Joseph Long,76.06925903,Joseph,Long,False
Mallory Hall,293.5445425,Mallory,Hall,True
Bianca Chavez,244.5409595,Bianca,Chavez,True
Victoria Strickland,226.78696,Victoria,Strickland,True
Scott Jackson,44.25908098,Scott,Jackson,False
Patrick Smith,186.583267,Patrick,Smith,True
Samuel West,239.8842255,Samuel,West,True
Brian Baker,225.969486,Brian,Baker,True
Haley Baldwin,168.1890685,Haley,Baldwin,True
Joanna Fernandez,40.50912655,Joanna,Fernandez,False
Jeffrey Berg,36.85605931,Jeffrey,Berg,False
Alexander Wilson,255.1450177,Alexander,Wilson,True
David Fuller,263.545785,David,Fuller,True
Laura Kramer,178.2939999,Laura,Kramer,True
Melinda Lambert,113.6953609,Melinda,Lambert,True
April Cole,157.7590664,April,Cole,True
Jill Thornton,167.4681547,Jill,Thornton,True
Holly Riley,204.6273975,Holly,Riley,True
Beth Kim,11.01260527,Beth,Kim,False
Kelly Thomas,251.9575295,Kelly,Thomas,True
Teresa James,119.0598333,Teresa,James,True
Jasmine Johnson,168.5359222,Jasmine,Johnson,True
Brian Wood,249.0831484,Brian,Wood,True
Deborah Estes,181.1243035,Deborah,Estes,True
Jeremy Knight,267.9077519,Jeremy,Knight,True
Abigail Mccoy,71.79365804,Abigail,Mccoy,False
Chad Sellers,114.2708631,Chad,Sellers,True
James Terry,280.1620198,James,Terry,True
Rachael Watson,46.35207578,Rachael,Watson,False
Jeffrey Poole,61.756794,Jeffrey,Poole,False
Matthew Salazar,99.92305376,Matthew,Salazar,False
Christopher Small,94.26105369,Christopher,Small,False
Noah Smith,239.6347397,Noah,Smith,True
Steven Mack,39.00781023,Steven,Mack,False
Casey Castillo,272.1400411,Casey,Castillo,True
Rachel Poole,283.7765656,Rachel,Poole,True
Karen Sutton,140.5502933,Karen,Sutton,True
John Martinez,289.2606726,John,Martinez,True
Michele Harrington,3.997445113,Michele,Harrington,False
Cheyenne Brown,253.1142817,Cheyenne,Brown,True
David Turner,121.417536,David,Turner,True
Brian Carter,78.81410568,Brian,Carter,False
Sheena Ward,292.817983,Sheena,Ward,True
Anthony Carson,218.7734947,Anthony,Carson,True
Janet Zavala,17.08133565,Janet,Zavala,False
Cynthia Smith,8.747993771,Cynthia,Smith,False
Carla Cannon,288.1884269,Carla,Cannon,True
Lacey Lopez,278.1729299,Lacey,Lopez,True
Amy Copeland,269.0103495,Amy,Copeland,True
Kristin Jacobs,11.69491035,Kristin,Jacobs,False
Antonio Ferguson,297.3314003,Antonio,Ferguson,True
Isabella Bush ,264.98467,Isabella,Bush ,True
James Davidson,264.8193048,James,Davidson,True
Holly Mendoza,54.4460707,Holly,Mendoza,False
Jordan Lopez,66.64716665,Jordan,Lopez,False
Antonio Ryan,95.58598206,Antonio,Ryan,False
Raymond Ware,232.505199,Raymond,Ware,True
Alexander Stafford,201.5142442,Alexander,Stafford,True
Kevin Clayton,73.98622457,Kevin,Clayton,False
Kristen Rice,160.9482014,Kristen,Rice,True
Joseph Moore,123.3370869,Joseph,Moore,True
Bryan Riley,103.9286567,Bryan,Riley,True
Diana Flores,143.1372157,Diana,Flores,True
Kathryn Lawrence ,78.31057308,Kathryn,Lawrence ,False
Deanna Smith,249.6006637,Deanna,Smith,True
Nancy Miller,3.869209803,Nancy,Miller,False
David Horton,34.62084961,David,Horton,False
Zachary Esparza,71.18403611,Zachary,Esparza,False
Victoria Moreno,255.7125246,Victoria,Moreno,True
Douglas Skinner,275.562885,Douglas,Skinner,True
Timothy Spencer,115.2203169,Timothy,Spencer,True
Daniel Oconnor,210.4807879,Daniel,Oconnor,True
Ryan Fitzgerald,158.7712643,Ryan,Fitzgerald,True
Natalie Martinez,136.0759177,Natalie,Martinez,True
Joyce Hayes,9.323647262,Joyce,Hayes,False
Amber Morris,89.45784699,Amber,Morris,False
Tiffany Jackson,33.51449337,Tiffany,Jackson,False
Tiffany Vasquez,253.20256,Tiffany,Vasquez,True
John Douglas,166.2967286,John,Douglas,True
William Reed,215.3055149,William,Reed,True
Nicole James,141.1921941,Nicole,James,True
Danielle Miller,141.0542037,Danielle,Miller,True
Sarah Miller,22.37833918,Sarah,Miller,False
John Morrison,252.1654315,John,Morrison,True
Sarah Coleman,137.2229765,Sarah,Coleman,True
Daniel Smith,49.99955025,Daniel,Smith,False
Kurt Butler,93.24935853,Kurt,Butler,False
Cody Becker,248.4317247,Cody,Becker,True
Molly Miller,210.3994579,Molly,Miller,True
Craig Bailey,102.1427287,Craig,Bailey,True
Derrick Campbell,159.4048126,Derrick,Campbell,True
Jennifer Ibarra,169.3222197,Jennifer,Ibarra,True
Timothy Black,160.4213892,Timothy,Black,True
Shawn Blanchard,159.5561394,Shawn,Blanchard,True
Brian Johnson,95.74294191,Brian,Johnson,False
Patricia Gray,122.9008236,Patricia,Gray,True
James White,124.1837338,James,White,True
William Smith,115.4835008,William,Smith,True
Hannah Cummings,206.3793778,Hannah,Cummings,True
Philip Mills,149.7690573,Philip,Mills,True
Emily Berry,194.8537868,Emily,Berry,True
Casey Coffey,173.0530825,Casey,Coffey,True
Regina Johnson,1.366200222,Regina,Johnson,False
Steven Waters,159.0953606,Steven,Waters,True
Joshua Gonzalez,193.4520864,Joshua,Gonzalez,True
Kimberly Green,240.8174556,Kimberly,Green,True
Thomas Nelson ,188.2214297,Thomas,Nelson ,True
Robert Rivera ,252.7137124,Robert,Rivera ,True
Michelle Lewis,219.5320111,Michelle,Lewis,True
Linda Barajas,126.6695321,Linda,Barajas,True
Amber Jensen,87.74180917,Amber,Jensen,False
John Owens,240.6708452,John,Owens,True
Elizabeth Benitez,22.97631526,Elizabeth,Benitez,False
Sarah Smith,54.02302876,Sarah,Smith,False
Jonathan Hernandez,113.6405881,Jonathan,Hernandez,True
Benjamin Stevens,241.9631335,Benjamin,Stevens,True
Isaac Roth,64.00283561,Isaac,Roth,False
Lauren Smith,191.044241,Lauren,Smith,True
Nicole Duffy ,169.9221056,Nicole,Duffy ,True
Emily Vega,102.1788734,Emily,Vega,True
Jesse Stone,99.13220181,Jesse,Stone,False
Nancy Lucas,277.221375,Nancy,Lucas,True
Thomas Horne,285.5453065,Thomas,Horne,True
Jo Humphrey,280.7676032,Jo,Humphrey,True
Nicholas Marquez,247.2806899,Nicholas,Marquez,True
Cathy Todd,23.32822158,Cathy,Todd,False
Vicki Harmon,155.3649927,Vicki,Harmon,True
Brent Lloyd,74.12808307,Brent,Lloyd,False
Jonathan Hill,64.18574136,Jonathan,Hill,False
Timothy Kelly,106.2473392,Timothy,Kelly,True
Donna Martinez,26.68721252,Donna,Martinez,False
Tammy Miles,134.7480083,Tammy,Miles,True
Stephen Fields,270.2637016,Stephen,Fields,True
Paige Kemp,132.6889381,Paige,Kemp,True
Hannah Myers,97.02475645,Hannah,Myers,False
Tanya Garcia,65.80094229,Tanya,Garcia,False
Elizabeth Moody,224.6917837,Elizabeth,Moody,True
Christina Murray,178.7962602,Christina,Murray,True
Emma Berry,265.2866914,Emma,Berry,True
Rebecca Santos,40.21365447,Rebecca,Santos,False
Tammy Williams,113.8258857,Tammy,Williams,True
Lauren Zimmerman ,24.09907887,Lauren,Zimmerman ,False
Amy Reed,291.715691,Amy,Reed,True
Peter Holland,39.10990181,Peter,Holland,False
Stephen Martinez,5.998153471,Stephen,Martinez,False
Evan Martinez,71.83961188,Evan,Martinez,False
Stephanie Smith,184.314629,Stephanie,Smith,True
Robert Schultz,79.44358021,Robert,Schultz,False
Steven Price,249.5073848,Steven,Price,True
William Park,150.5623351,William,Park,True
Cole Butler,257.9254795,Cole,Butler,True
Jessica Prince,199.1027248,Jessica,Prince,True
Brian Smith,269.7331691,Brian,Smith,True
Mark Ortiz,64.53490182,Mark,Ortiz,False
Shane Garcia,232.922679,Shane,Garcia,True
Tammy Lowe,163.4958412,Tammy,Lowe,True
Bonnie Parsons,120.8240102,Bonnie,Parsons,True
Christopher Gross,190.4850752,Christopher,Gross,True
Jason Hawkins,281.2010935,Jason,Hawkins,True
Diane Lee,190.3914018,Diane,Lee,True
Jeffrey Rodriguez,171.7063904,Jeffrey,Rodriguez,True
Destiny Thompson,69.95080058,Destiny,Thompson,False
Carol Johnston,20.22996482,Carol,Johnston,False
Catherine Cline,196.0019512,Catherine,Cline,True
Joseph Bond,213.4508658,Joseph,Bond,True
Whitney Russell,93.70821741,Whitney,Russell,False
Joseph Brown,177.5369542,Joseph,Brown,True
Andrea Cherry,218.9439696,Andrea,Cherry,True
Ronnie James,11.30319991,Ronnie,James,False
Jesse Wagner,105.0391223,Jesse,Wagner,True
Jennifer Johnson,25.24601464,Jennifer,Johnson,False
Christina Miller,23.52475039,Christina,Miller,False
Amy Collins,216.3060305,Amy,Collins,True
Nathaniel Curtis,180.009785,Nathaniel,Curtis,True
Joann Patel,226.8922119,Joann,Patel,True
Daniel Gonzalez,296.9639688,Daniel,Gonzalez,True
Donna Harris,112.1535852,Donna,Harris,True
Patricia Gomez,61.97861251,Patricia,Gomez,False
Christopher Douglas,108.5670438,Christopher,Douglas,True
Thomas Glover,192.6749797,Thomas,Glover,True
Ryan Fischer,176.8811448,Ryan,Fischer,True
Briana Turner,77.99745823,Briana,Turner,False
Patrick Williams,205.5282628,Patrick,Williams,True
Kathryn Morris,258.3381969,Kathryn,Morris,True
Jonathan Henry,216.6217318,Jonathan,Henry,True
Jonathan Navarro,207.5050139,Jonathan,Navarro,True
Steven Ryan,98.03488481,Steven,Ryan,False
Matthew Rodriguez,194.1558586,Matthew,Rodriguez,True
Laurie Stewart,243.6585038,Laurie,Stewart,True
Joseph Ramirez,208.5389863,Joseph,Ramirez,True
Eric Harris,215.3027448,Eric,Harris,True
Amy Townsend,89.62083691,Amy,Townsend,False
Jeffrey Gutierrez,91.68831326,Jeffrey,Gutierrez,False
Kenneth Zimmerman,227.6497143,Kenneth,Zimmerman,True
Jonathan Guerrero,20.03177994,Jonathan,Guerrero,False
James Thomas,81.77643056,James,Thomas,False
James Bradshaw,233.6904132,James,Bradshaw,True
Edgar Moreno,279.0886499,Edgar,Moreno,True
Margaret Roberts,119.9029449,Margaret,Roberts,True
Mary Gonzales,5.041468474,Mary,Gonzales,False
Deborah Ortiz,251.1195948,Deborah,Ortiz,True
Jesse Thomas,23.19440916,Jesse,Thomas,False
Taylor Torres,114.306217,Taylor,Torres,True
Jennifer Sampson,134.9550998,Jennifer,Sampson,True
Jennifer Shaffer,139.3268183,Jennifer,Shaffer,True
Melanie Griffith,97.98733229,Melanie,Griffith,False
Michelle May,151.0133675,Michelle,May,True
Lori Morales,15.93710006,Lori,Morales,False
Alexandra Shelton,205.1698084,Alexandra,Shelton,True
Carl Gonzalez,161.5347512,Carl,Gonzalez,True
Maria Miller,241.2911729,Maria,Miller,True
Chad Kelly,273.3206706,Chad,Kelly,True
Eileen Davis,55.99921219,Eileen,Davis,False
Jacob White,176.3832715,Jacob,White,True
Tony Howard,56.29751552,Tony,Howard,False
Randy Franklin,10.70092932,Randy,Franklin,False
Taylor Davidson,164.2349526,Taylor,Davidson,True
Nicole Rivas,283.3434254,Nicole,Rivas,True
Daniel Martinez,82.42854517,Daniel,Martinez,False
Theresa Potter,63.49315896,Theresa,Potter,False
William Kerr,193.1528858,William,Kerr,True
Erin Anderson,145.1617851,Erin,Anderson,True
Carlos Sawyer,91.16472066,Carlos,Sawyer,False
Steven Reyes,90.51351057,Steven,Reyes,False
Robert Johnson,151.34255,Robert,Johnson,True
John Kelley,264.1445291,John,Kelley,True
Melissa Franklin,154.5602915,Melissa,Franklin,True
Travis Davis,288.2220857,Travis,Davis,True
Adam Bailey,42.6613963,Adam,Bailey,False
Crystal Peterson,171.6499461,Crystal,Peterson,True
David Anderson,131.2363431,David,Anderson,True
David Allen III,100.869253,David,Allen III,True
Jose Mitchell,219.3702027,Jose,Mitchell,True
Harry Miller,258.864091,Harry,Miller,True
Jay Smith,174.5402259,Jay,Smith,True
David Spence,39.44159283,David,Spence,False
Alicia Young,49.05124089,Alicia,Young,False
Gregory Cooper,84.87613039,Gregory,Cooper,False
Michelle Brown,299.6697558,Michelle,Brown,True
Melissa Johnson,54.77661634,Melissa,Johnson,False
Robert Hunter,233.2112326,Robert,Hunter,True
Ellen Montes,114.6587627,Ellen,Montes,True
Madeline Terry,143.0680216,Madeline,Terry,True
Gregory Mclean,100.1416644,Gregory,Mclean,True
Rebekah Fischer,35.84139135,Rebekah,Fischer,False
Wendy Sexton,104.2529105,Wendy,Sexton,True
Angela Spencer,130.0368995,Angela,Spencer,True
Brent Richards,287.8512449,Brent,Richards,True
Christina Price,220.4715324,Christina,Price,True
Christopher Kim,268.0940814,Christopher,Kim,True
Kristie White,3.731188383,Kristie,White,False
Eric Anderson,151.1694298,Eric,Anderson,True
Patrick Moran,202.9421153,Patrick,Moran,True
Kimberly Dillon,148.7636914,Kimberly,Dillon,True
Michael Morris,186.2739438,Michael,Morris,True
Stephanie Garcia,135.3374805,Stephanie,Garcia,True
Amber Randall,161.7867294,Amber,Randall,True
Matthew Morris,177.4675144,Matthew,Morris,True
Brandon Henry,189.2640002,Brandon,Henry,True
Elizabeth Jones,1.721334549,Elizabeth,Jones,False
Manuel Reyes,56.11399451,Manuel,Reyes,False
Cindy Blackburn,277.3116641,Cindy,Blackburn,True
Mindy Valentine,296.0404881,Mindy,Valentine,True
Mary Stevenson,54.15138665,Mary,Stevenson,False
Emma Beltran,280.6140783,Emma,Beltran,True
Matthew Jacobson,234.4755743,Matthew,Jacobson,True
Paul Phillips,52.38933174,Paul,Phillips,False
James Porter,167.6916337,James,Porter,True
David Harrison,216.557277,David,Harrison,True
Tara Davidson,177.5977319,Tara,Davidson,True
Donna Kelly,235.9643853,Donna,Kelly,True
Renee Mayer,29.66478775,Renee,Mayer,False
Victor Davis,292.350032,Victor,Davis,True
Marc Abbott,144.0427399,Marc,Abbott,True
Kevin Flores,2.04595842,Kevin,Flores,False
Sarah Mayo,243.1576185,Sarah,Mayo,True
Anthony Morgan,74.4186564,Anthony,Morgan,False
Sarah Wong,22.83835501,Sarah,Wong,False
Tanya Martinez,226.3518126,Tanya,Martinez,True
Jacob Lewis,177.8268318,Jacob,Lewis,True
Valerie Spencer,110.1150755,Valerie,Spencer,True
Kelly Drake,223.7749938,Kelly,Drake,True
Zachary Foster,256.8934808,Zachary,Foster,True
Susan Summers,203.444613,Susan,Summers,True
Stacy Jones,282.2103928,Stacy,Jones,True
Alicia Roberts,115.3415793,Alicia,Roberts,True
Charlene Patterson,231.5902435,Charlene,Patterson,True
Mike Hudson,90.77833228,Mike,Hudson,False
Nichole Murray,257.2125882,Nichole,Murray,True
Anthony Robinson,174.6749074,Anthony,Robinson,True
Andrew Sutton,55.09426008,Andrew,Sutton,False
John Munoz,10.76162589,John,Munoz,False
Antonio Gray,254.1989765,Antonio,Gray,True
Mallory Bright,17.36455275,Mallory,Bright,False
Zachary Johnson,164.0094798,Zachary,Johnson,True
Scott Zimmerman,210.8359631,Scott,Zimmerman,True
Nicolas Myers,191.5740332,Nicolas,Myers,True
Dakota Silva,0.201983149,Dakota,Silva,False
Cynthia Crawford,138.5852088,Cynthia,Crawford,True
Larry Smith,203.4597291,Larry,Smith,True
Victoria Hoover,49.76932196,Victoria,Hoover,False
Carl Shannon,75.01050543,Carl,Shannon,False
Melissa Hardy,57.46719339,Melissa,Hardy,False
Carolyn Smith,217.4986594,Carolyn,Smith,True
Austin Washington,123.7356729,Austin,Washington,True
Jacob Spencer ,194.4500649,Jacob,Spencer ,True
Earl Jackson,146.4381711,Earl,Jackson,True
Nicole Simmons,100.4466707,Nicole,Simmons,True
Phillip Hurst,70.27347634,Phillip,Hurst,False
Hailey Robbins,189.1471457,Hailey,Robbins,True
James Taylor,223.4033604,James,Taylor,True
Andrea Figueroa,35.46449803,Andrea,Figueroa,False
Cassandra Moreno,75.31803377,Cassandra,Moreno,False
Gregory Pacheco,30.78269568,Gregory,Pacheco,False
Shawn Shelton,104.0226799,Shawn,Shelton,True
Nicole Huerta,147.5406087,Nicole,Huerta,True
Matthew Hoffman,111.3375618,Matthew,Hoffman,True
Barbara Hudson,224.3202579,Barbara,Hudson,True
Sandra Francis,62.57524548,Sandra,Francis,False
Rebecca Ray,32.48419802,Rebecca,Ray,False
Tammy Simpson,221.5414938,Tammy,Simpson,True
Kyle Clark,223.5738109,Kyle,Clark,True
Sherry Peterson,9.233781216,Sherry,Peterson,False
Kyle Howard,22.36013288,Kyle,Howard,False
David Warren,23.00435965,David,Warren,False
Brandon Townsend,189.241167,Brandon,Townsend,True
Christopher Ellis,60.92041242,Christopher,Ellis,False
Renee Mccall,172.0025631,Renee,Mccall,True
Nicole Valdez,202.1051001,Nicole,Valdez,True
Austin Bird,97.14819318,Austin,Bird,False
Matthew Oliver,190.7738661,Matthew,Oliver,True
Adam Morrison,122.6423047,Adam,Morrison,True
Kenneth Koch,223.4597055,Kenneth,Koch,True
Roger Maddox,192.8048838,Roger,Maddox,True
Michael Harris,275.0959548,Michael,Harris,True
Devon Levy,179.3498945,Devon,Levy,True
Alison Wright,67.79896598,Alison,Wright,False
Jennifer Jones,69.16425394,Jennifer,Jones,False
Alexandra Rosales,275.3449131,Alexandra,Rosales,True
Erika Wood,172.3448064,Erika,Wood,True
Kristen Dyer,143.7169829,Kristen,Dyer,True
Kristin Higgins,66.99301038,Kristin,Higgins,False
Adrian Martin,10.51365519,Adrian,Martin,False
Joshua Hunter,126.4593975,Joshua,Hunter,True
Cindy Wells,2.823278649,Cindy,Wells,False
Meredith Shepherd,15.39256238,Meredith,Shepherd,False
Paula Jackson,95.28470547,Paula,Jackson,False
Jacob Woodard,36.91770874,Jacob,Woodard,False
Michael Hill,51.00126609,Michael,Hill,False
Maureen Miller,143.5552728,Maureen,Miller,True
Pamela Brandt,117.3452788,Pamela,Brandt,True
Matthew Rojas Jr.,32.5614648,Matthew,Rojas Jr.,False
Lawrence Jordan,131.5622718,Lawrence,Jordan,True
Travis Coleman,267.9348767,Travis,Coleman,True
Tina Lopez,161.5034811,Tina,Lopez,True
Joseph Armstrong,197.555798,Joseph,Armstrong,True
Kayla Sellers,165.072789,Kayla,Sellers,True
Michael Rogers,65.74618064,Michael,Rogers,False
Tiffany Fitzpatrick,70.01378574,Tiffany,Fitzpatrick,False
Sierra Warren,82.47716939,Sierra,Warren,False
Patricia Martinez,21.04160853,Patricia,Martinez,False
Gregory Castillo,3.006714074,Gregory,Castillo,False
Gilbert Johnson,232.5105839,Gilbert,Johnson,True
Bryan Gutierrez,233.185948,Bryan,Gutierrez,True
Yvonne Murphy,130.7981427,Yvonne,Murphy,True
Austin Patel,147.7426209,Austin,Patel,True
Ronald Lopez,179.1161889,Ronald,Lopez,True
Terry Fowler,295.9201301,Terry,Fowler,True
Holly Lara,181.4214635,Holly,Lara,True
Cody Hayden,228.6270302,Cody,Hayden,True
Veronica Bradford,29.71309581,Veronica,Bradford,False
Sylvia Moon,57.43043383,Sylvia,Moon,False
Sharon Young,212.154593,Sharon,Young,True
Jeffery Wilson,214.1345719,Jeffery,Wilson,True
Tammy Cooper,215.1947063,Tammy,Cooper,True
Jessica Gardner,282.8657889,Jessica,Gardner,True
Matthew Roman,106.933484,Matthew,Roman,True
Sharon Frazier,145.3813435,Sharon,Frazier,True
James Gonzalez,262.3881598,James,Gonzalez,True
Tracy Mcmillan,53.15386877,Tracy,Mcmillan,False
Peter Schultz,64.90524813,Peter,Schultz,False
Jenna Ayala,145.5035446,Jenna,Ayala,True
Julie Martinez,184.8991846,Julie,Martinez,True
Richard Lee,202.7372208,Richard,Lee,True
Karen Smith ,104.7538389,Karen,Smith ,True
Timothy Lopez,238.7179723,Timothy,Lopez,True
Justin Burke,244.7235202,Justin,Burke,True
Karen Erickson,175.0951734,Karen,Erickson,True
Sarah Ramsey,39.16860302,Sarah,Ramsey,False
Robin Evans,25.40406048,Robin,Evans,False
Michael Chang,52.77346918,Michael,Chang,False
Melvin Butler,178.0049503,Melvin,Butler,True
Deborah Mcbride,193.0499213,Deborah,Mcbride,True
Austin Williams,123.2452751,Austin,Williams,True
Kenneth Dean,70.33757646,Kenneth,Dean,False
Joan Crawford,43.57827018,Joan,Crawford,False
Erin King,87.38375287,Erin,King,False
James Hamilton,111.3321125,James,Hamilton,True
Deborah Hood,140.8417148,Deborah,Hood,True
Marcus Stout,7.833256587,Marcus,Stout,False
Shannon Jacobs,153.9495471,Shannon,Jacobs,True
Todd Harris,169.20748,Todd,Harris,True
Sarah Wilson,27.9482433,Sarah,Wilson,False
Edward Brown,255.0719539,Edward,Brown,True
Calvin Jones,278.0473862,Calvin,Jones,True
Nicholas Fry,94.59168045,Nicholas,Fry,False
Alejandro Sharp,84.92844506,Alejandro,Sharp,False
Debra Morgan,265.4239044,Debra,Morgan,True
John Kemp,242.2398351,John,Kemp,True
Benjamin Richardson,173.6749744,Benjamin,Richardson,True
Eric Cobb,81.97869791,Eric,Cobb,False
Joseph Daniel,58.14862167,Joseph,Daniel,False
William Pollard,133.0978234,William,Pollard,True
Aaron Pace,131.304985,Aaron,Pace,True
Wendy Smith,174.3502801,Wendy,Smith,True
Cheyenne Hernandez,292.3566991,Cheyenne,Hernandez,True
Patricia Spencer,250.6683723,Patricia,Spencer,True
Charles Taylor ,20.42888334,Charles,Taylor ,False
Stacey Clark,59.14607751,Stacey,Clark,False
Megan Williams,79.75989504,Megan,Williams,False
Robert Lee,125.1750091,Robert,Lee,True
Pamela Hughes,173.047263,Pamela,Hughes,True
James Davis,181.8642923,James,Davis,True
Tami Harper,232.1272481,Tami,Harper,True
Thomas Avila,162.1457354,Thomas,Avila,True
Darius Phillips,2.778963306,Darius,Phillips,False
Donald Perez,260.3533057,Donald,Perez,True
Elizabeth Moran,75.80152451,Elizabeth,Moran,False
Kristina Chapman,198.8826774,Kristina,Chapman,True
Jimmy Morris,133.7376895,Jimmy,Morris,True
Julie Hobbs,248.1671202,Julie,Hobbs,True
Hailey Miller,212.6344416,Hailey,Miller,True
Robert Elliott,31.83653044,Robert,Elliott,False
Kathleen Franklin,267.6104519,Kathleen,Franklin,True
Cassandra Smith,113.7266157,Cassandra,Smith,True
Stacey Montoya,30.63225675,Stacey,Montoya,False
Lauren Romero,64.30241698,Lauren,Romero,False
Hector Rivera,68.20899517,Hector,Rivera,False
Veronica Morris,151.1248483,Veronica,Morris,True
Derrick Sanders,155.1753422,Derrick,Sanders,True
Russell Gallagher,103.8750207,Russell,Gallagher,True
Cody Moore,216.2386122,Cody,Moore,True
Robin Ramsey,158.671907,Robin,Ramsey,True
Heather Shelton,205.9470679,Heather,Shelton,True
Lindsay Zuniga,83.86393913,Lindsay,Zuniga,False
Mark Wells,14.97764765,Mark,Wells,False
Adam Jones,5.368559531,Adam,Jones,False
Gerald Gonzales,40.93851843,Gerald,Gonzales,False
Christopher Perez,273.7105102,Christopher,Perez,True
Justin Thornton,4.125420062,Justin,Thornton,False
Lauren Solis,241.1722903,Lauren,Solis,True
Michelle Kidd,2.740652384,Michelle,Kidd,False
Michael Shannon,16.99576752,Michael,Shannon,False
Matthew Murphy,73.02635244,Matthew,Murphy,False
Sheila Garcia,296.1911546,Sheila,Garcia,True
Rebecca Rogers,44.74390554,Rebecca,Rogers,False
Dana Tran,222.6750233,Dana,Tran,True
Elizabeth Lee,208.1387304,Elizabeth,Lee,True
Jessica Arroyo,44.74215676,Jessica,Arroyo,False
Isaac Wright,196.5053864,Isaac,Wright,True
Jennifer Evans,130.8714857,Jennifer,Evans,True
Martha Mahoney,261.987191,Martha,Mahoney,True
Daniel Shelton,223.4015941,Daniel,Shelton,True
Jacqueline Sandoval,108.1188963,Jacqueline,Sandoval,True
Yvette Gonzales,240.1731112,Yvette,Gonzales,True
Sherry Randolph,267.3584463,Sherry,Randolph,True
Nicholas Vincent,267.9632147,Nicholas,Vincent,True
Nicole Banks,84.13883685,Nicole,Banks,False
Caleb Zuniga,65.37221199,Caleb,Zuniga,False
Kathryn Mckinney,42.28386426,Kathryn,Mckinney,False
Kaylee Griffin,91.72236314,Kaylee,Griffin,False
Raymond Yu,162.8573674,Raymond,Yu,True
Stephen Hill,156.01602,Stephen,Hill,True
Ryan Young,145.249561,Ryan,Young,True
Kevin Turner,274.2053068,Kevin,Turner,True
Scott Bonilla,232.6587409,Scott,Bonilla,True
Scott Smith,21.08465589,Scott,Smith,False
Jill George,217.4523578,Jill,George,True
Anthony Odonnell,25.68569152,Anthony,Odonnell,False
Kenneth Walton,94.96351689,Kenneth,Walton,False
Tammy Dixon,71.23764254,Tammy,Dixon,False
Mary Herring,85.52552465,Mary,Herring,False
David Harris,99.86362817,David,Harris,False
Holly Jenkins,232.8498468,Holly,Jenkins,True
Kristen Hall,271.0383076,Kristen,Hall,True
Vanessa Hernandez,240.8356277,Vanessa,Hernandez,True
Lindsey Baker,215.3845208,Lindsey,Baker,True
Jessica Cooper,271.5910657,Jessica,Cooper,True
Daniel Garcia,54.38186781,Daniel,Garcia,False
Brandon Proctor,244.5859383,Brandon,Proctor,True
Ray Moore,81.09489321,Ray,Moore,False
Thomas Hughes,274.8197698,Thomas,Hughes,True
Cheyenne Moreno,268.5879662,Cheyenne,Moreno,True
Erika Hill,268.7881735,Erika,Hill,True
William Wright,135.6374011,William,Wright,True
Joshua Hurley,163.878958,Joshua,Hurley,True
Allen Luna,202.4902939,Allen,Luna,True
David Forbes,161.0388381,David,Forbes,True
Jeffrey Ross,124.9712498,Jeffrey,Ross,True
Yolanda Morris,6.484809775,Yolanda,Morris,False
Amy Webster,246.697108,Amy,Webster,True
Joseph Lopez,208.5530996,Joseph,Lopez,True
Robert Miller,259.3830385,Robert,Miller,True
Courtney Lopez,187.9539026,Courtney,Lopez,True
Karen Harris,213.9916161,Karen,Harris,True
George Spencer,187.6252749,George,Spencer,True
Kenneth Williamson,100.0426015,Kenneth,Williamson,True
Eric Roberts,159.6726517,Eric,Roberts,True
Daniel Mckinney,91.1361082,Daniel,Mckinney,False
William Armstrong,26.90727877,William,Armstrong,False
Stephanie Rangel,63.71404468,Stephanie,Rangel,False
Cody Nichols,34.73125118,Cody,Nichols,False
Charles White,171.0744262,Charles,White,True
